PMCID	AccessionNb	Crea-Count	Crea-Proba	Back-Count	Back-Proba	Use-Count	Use-Proba	TOTAL	Sections
PMC5630949	PF00087	0	1.2497071481152729e-06	0	0.0002911931148392686	1	0.9997075571780124	1	
PMC5630949	PF00059	0	6.82078824055918e-08	0	0.0007753605616310233	1	0.9992245712304866	1	
PMC5630949	PF00341	0	1.0429135228950087e-09	0	0.00309974637936818	1	0.9969002525777182	1	
PMC5630949	PF00014	0	2.610124847350033e-06	0	0.0040495711421468005	1	0.995947818733006	1	
PMC5630949	F5CPE6	0	8.873808091361463e-08	0	0.0005303425439587318	1	0.9994695687179602	1	
PMC4987111	PRJNA290522	4	3.9999966889921073	0	3.011365525033439e-11	0	3.3109777789793334e-06	4	['Article']
PMC4987111	SRR2001227	0	0.007640027610876631	0	0.0003053242977376917	1	0.9920546480913855	1	
PMC4987111	GCA_000485575.1	0	3.817981457320102e-12	0	0.02040700417140817	1	0.9795929958247738	1	
PMC4987111	GO:0032501	0	6.656202338310381e-10	0	7.748232954074723e-07	1	0.9999992245110844	1	
PMC4987111	GO:0038023	0	4.488607170806285e-08	0	9.29050645864794e-06	1	0.9999906646074698	1	
PMC4987111	GO:0016021	0	2.036584438948361e-07	0	1.807467599135484e-05	1	0.9999817216655648	1	
PMC4987111	NC_003290	0	0.00032245468559789775	1	1.1094439342221745	1	0.8902336110922278	2	['Results', 'Methods']
PMC5103334	PRJNA267654	1	0.9999999779586892	0	8.420075276437585e-14	0	2.2041226633133776e-08	1	
PMC6078963	PRJNA390228	1	1.0	0	1.6918997495239543e-29	0	3.634590471164926e-33	1	
PMC4391122	PRJEB8503	1	0.9999999996604076	0	8.273585641545784e-17	0	3.395924014620972e-10	1	
PMC4692454	PRJNA278276	1	0.9551953660324716	0	4.302849705764202e-08	0	0.044804590939031566	1	
PMC6172769	PRJNA306836	1	0.9728050122371514	0	1.0201480713397609e-10	0	0.027194987660833926	1	
PMC5812507	PRJNA393501	3	2.8735260306172012	0	1.1012131803944219e-08	0	0.12647395837066716	3	['Methods']
PMC5812507	GCA_000146045.2	0	0.01714987434731645	0	1.5856420565733136e-06	3	2.982848540010627	3	['Methods', 'Results']
PMC4092064	PRJNA248306	0	0.0836555237081635	0	5.6424508790875425e-11	1	0.916344476235412	1	
PMC5748958	PRJEB12283	1	0.999999999999854	0	6.142744860583624e-15	0	1.39851145960046e-13	1	
PMC6278149	PRJNA362980	1	0.9999999608975796	0	1.1943392612238107e-12	0	3.9101226167212106e-08	1	
PMC6278149	EQ963472	0	0.01450896071403414	0	1.3923846217504396e-10	1	0.9854910391467272	1	
PMC6278149	GCA_000952835.1	0	0.0009793280057674976	0	6.312169281693136e-07	1	0.9990200407773044	1	
PMC6278149	IPR011701	0	8.680655806230951e-11	0	1.5363401988249996e-10	1	0.9999999997595594	1	
PMC6008428	PRJNA471212	1	0.999999998983142	0	4.616031920709251e-13	0	1.0163963871992806e-09	1	
PMC4256185	PRJEB6335	1	1.0	0	2.865057767617921e-21	0	1.279193770726835e-19	1	
PMC4395055	PRJNA264738	1	1.0	0	1.6816922546088538e-26	0	4.785756659898778e-23	1	
PMC6026636	PRJNA417283	1	0.9999999999691273	0	8.804779945843167e-17	0	3.0872759945513674e-11	1	
PMC6452661	PRJNA521295	1	1.0	0	2.1109303090062567e-22	0	4.1625315057177144e-22	1	
PMC6452661	PF00931	0	3.7780938301638813e-10	0	4.700098993692965e-09	1	0.9999999949220916	1	
PMC6452661	PF01582	0	6.841958024522942e-08	0	5.327767994568256e-06	1	0.9999946038124252	1	
PMC5644175	PRJNA398486	1	0.999999967612201	0	2.32128902476477e-13	0	3.2387566801039335e-08	1	
PMC5644175	SRP116259	1	1.0	0	1.133402876089438e-27	0	1.1381331909094223e-27	1	
PMC5644175	GFVN01000000	1	1.0	0	5.01752203713701e-25	0	1.0324487715471802e-21	1	
PMC6140833	PRJEB23307	1	0.99999999999999	0	1.4162032366127689e-19	0	1.0080021890555693e-14	1	
PMC5785724	PRJNA338729	1	0.9999998245838048	0	6.226510764059797e-14	0	1.7541613294638373e-07	1	
PMC4136736	PRJNA232548	1	1.0	0	1.7833604794940978e-25	0	1.7213691701123978e-25	1	
PMC4136736	SRX408161	1	1.0	0	3.212464966266155e-23	0	4.617591201106219e-24	1	
PMC4628106	PRJNA39533	1	0.9984475895304872	0	4.910216898819763e-09	0	0.0015524055592956727	1	
PMC6521586	PRJNA508760	2	1.9999999999912985	0	1.220108243690887e-13	0	8.57949746187263e-12	2	['Conclusion']
PMC6521586	CP028791	0	2.0640663982907465e-08	0	2.352765054699887e-05	1	0.999976451708789	1	
PMC5756452	PRJNA396276	1	0.9999999862851804	0	2.1487747430725305e-17	0	1.3714819808275324e-08	1	
PMC5698432	PRJEB21497	1	1.0	0	2.321932496909374e-17	0	7.306190097531432e-17	1	
PMC5513736	PRJNA376384	1	1.0	0	2.6536937325130827e-27	0	8.283880672481828e-29	1	
PMC5513736	GO:0008652	0	3.867794602389478e-12	0	1.3661942348912456e-09	1	0.999999998629938	1	
PMC6377397	PRJEB30433	1	0.9999997138474082	0	4.909150396043422e-11	0	2.8610350029631356e-07	1	
PMC6377397	RRID:SCR_006119	0	4.5338766888623186e-06	0	1.898170436765424e-05	1	0.9999764844189436	1	
PMC6377397	RRID:CVCL_1511	0	0.02579433642088133	0	4.7813480355942945e-08	1	0.9742056157656382	1	
PMC3684763	PRJNA67533	1	0.9820499740639438	0	1.5359303768377089e-10	0	0.01795002578246319	1	
PMC3684763	GSE43083	1	0.9999999999976364	0	2.426652328159538e-16	0	2.3633351619826235e-12	1	
PMC6520597	PRJNA510306	1	0.9999989536743524	0	1.943148752548366e-13	0	1.0463254531892722e-06	1	
PMC6520597	LC438511	0	0.02164359613265034	0	7.686304617593505e-07	1	0.978355635236888	1	
PMC4778365	PRJNA286797	1	1.0	0	7.187058301440684e-22	0	7.478433508942283e-21	1	
PMC4778365	U21312	0	0.000267546787311274	0	0.010750921995055344	2	1.9889815312176333	2	['Methods', 'Results']
PMC4778365	CP001581	0	1.1445185165925005e-08	0	0.0005834399606721095	2	1.9994165485941424	2	['Methods', 'Results']
PMC4778365	CP006721	0	1.2306858387808843e-06	0	2.3026188587833873e-05	1	0.9999757431255734	1	
PMC4778365	CP001078	0	6.514753697044899e-07	0	0.00046835789172778414	2	1.9995309906329028	2	['Methods']
PMC4778365	CP000940	0	6.731272833437679e-11	0	7.125092180471403e-05	1	0.9999287490108826	1	
PMC4778365	U20725	0	1.936719816711356e-07	0	2.0368239615848534e-05	1	0.9999794380884024	1	
PMC4778365	U21069	0	1.5656172256580867e-05	0	0.01106521232529594	1	0.9889191315024476	1	
PMC4778365	U21311	0	2.0447339396924426e-05	0	0.015133578828470353	1	0.9848459738321328	1	
PMC4778365	CP001056	0	6.1636572718400585e-09	0	0.08000451092540566	1	0.9199954829109372	1	
PMC4778365	NC_016894	0	1.3535111424239713e-07	1	0.9621801580310504	2	2.037819706617835	3	['Methods']
PMC6063892	PRJNA417579	1	1.0	0	3.2784205110297656e-22	0	1.7665475379618285e-19	1	
PMC6019070	PRJNA412448	1	0.9999999999039256	0	4.676325997811963e-13	0	9.560695520819534e-11	1	
PMC6019070	GPL23280	0	0.009992402668654279	0	1.1943538248741744e-06	2	1.9900064029775208	2	['Results', 'Methods']
PMC6019070	GSE97633	1	0.9999962629360206	0	3.592657124103161e-14	0	3.737063943476839e-06	1	
PMC4197294	PRJNA239784	0	0.0016749620817804467	0	3.901517136919806e-08	1	0.9983249989030482	1	
PMC4197294	KJ353735	0	5.491743048884139e-11	0	0.0002364549022081981	1	0.9997635450428743	1	
PMC4197294	KJ353723	0	5.201477796921688e-12	0	9.843300849898417e-06	1	0.9999901566939486	1	
PMC4197294	KJ535740	0	4.459689370004297e-08	0	8.787932806262972e-05	1	0.9999120760750436	1	
PMC4197294	EU124821	0	4.6442111029913665e-10	1	0.9496484595314416	0	0.050351540004137225	1	
PMC5397612	PRJNA326965	2	2.0	0	1.5571641916630518e-24	0	8.131630877960139e-22	2	['Article']
PMC5397612	SRP075855	0	8.414571445460126e-06	0	1.5111093963380706e-09	2	1.9999915839174451	2	['Methods']
PMC5397612	HG530133	0	3.8689361551827164e-08	0	2.6615076271152455e-10	1	0.9999999610444876	1	
PMC5397612	KP300014	0	3.258199064892969e-09	0	9.719874966448155e-10	1	0.9999999957698134	1	
PMC5295817	PRJNA255355	2	1.9999083033957459	0	3.4064182557177588e-09	0	9.169319783571133e-05	2	['Methods']
PMC6159548	PRJNA420921	1	1.0	0	1.6303241537657717e-24	0	3.0003116012469807e-24	1	
PMC6159548	CP021058	0	8.66874154596589e-09	0	2.7751880453909327e-06	3	2.999997216143213	3	['Methods', 'Results']
PMC6159548	AP009485	0	0.060933200621901225	0	0.00032343429594593263	1	0.938743365082153	1	
PMC6159548	SRP126085	1	1.0	0	6.1238281998041595e-25	0	2.7137334138403666e-22	1	
PMC4619333	PRJEB9976	1	0.9999999999999998	0	5.131949791558477e-20	0	1.6213351049264304e-16	1	
PMC4619333	AL123456	0	3.4496351219228e-08	0	0.0008114591984158308	1	0.9991885063052329	1	
PMC5779644	PRJNA387700	1	0.8697876082070909	0	2.4107987292097204e-07	0	0.1302121507130362	1	
PMC5779644	DQ915955	0	1.7641537451984315e-06	0	0.0001004537711010697	1	0.9998977820751538	1	
PMC5779644	AP005147	0	0.028697170886194362	0	2.1047542117656295e-05	1	0.971281781571688	1	
PMC5779644	KJ484638	0	0.00020711683522621667	0	3.727487812597971e-05	2	1.9997556082866472	2	['Results']
PMC5779644	AJ242809	0	0.0003617997968222183	0	9.707804191492572e-05	1	0.9995411221612629	1	
PMC5779644	KC340960	0	3.2800226195758388e-06	0	0.00013401927115123968	1	0.9998627007062292	1	
PMC5779644	AY545598	0	5.923226135439038e-07	0	0.2654573431436291	1	0.7345420645337574	1	
PMC5779644	DQ381420	0	1.4124043315686126e-07	0	0.27634757547725625	1	0.7236522832823106	1	
PMC6207663	PRJDB5582	1	0.9999991306598842	0	5.0460531811612966e-15	0	8.693401106820183e-07	1	
PMC6207663	GSE108549	1	0.999999885443894	0	9.96758048286707e-17	0	1.1455610588710866e-07	1	
PMC6386563	PRJNA504734	1	0.9986234420353092	0	2.2960374538046167e-09	0	0.0013765556686535759	1	
PMC5133387	PRJEB8339	3	2.998540006999481	0	1.0810664648668396e-11	0	0.0014599929897081885	3	['Methods', 'Article']
PMC5845672	PRJEB23235	1	0.9999985695695164	0	1.4730101489094258e-13	0	1.430430336441862e-06	1	
PMC4784281	PRJNA285951	1	0.9999999999999998	0	2.1485751859416196e-21	0	1.2192664509105208e-16	1	
PMC5630975	SAMN03742160	0	0.1133360605690976	0	0.08326947155240863	1	0.8033944678784937	1	
PMC5630975	SRP062225	1	1.0	0	2.355775191182473e-21	0	8.521975564507371e-24	1	
PMC4360730	CHEBI:23965	0	0.001238646891420677	1	0.7218140097981082	0	0.2769473433104713	1	
PMC4360730	CHEBI:16469	0	3.482154166895385e-07	0	0.0032147936561272798	1	0.9967848581284559	1	
PMC4360730	EFO:0001187	0	0.18982642988388065	1	0.85820396931766	1	0.9519696007984593	2	['Article']
PMC4360730	EFO:0005216	0	7.551752867383618e-07	0	0.2274800711858708	1	0.7725191736388426	1	
PMC4360730	EFO:0002067	0	2.1616818354079746e-07	0	0.006106200047166768	1	0.9938935837846498	1	
PMC4360730	GM12878	0	4.9105552430155383e-11	0	1.1598921448947981e-11	1	0.9999999999392954	1	
PMC4360730	P01137	0	0.00015385375191048092	0	1.7166432173964537e-06	1	0.9998444296048722	1	
PMC6429233	CHEMBL2322934	0	2.497144562061559e-13	0	5.663227108947943e-10	1	0.9999999994334277	1	
PMC6429233	4MR7	0	1.334708224826355e-08	0	1.4056758454539502e-06	2	1.9999985809770722	2	['Results', 'Methods']
PMC6429233	4MS4	0	6.090383958711097e-07	0	0.0004693392842609949	3	2.9995300516773433	3	['Results', 'Methods']
PMC6429233	4MS3	0	9.247410129322181e-10	0	3.979711873512465e-07	1	0.9999996011040716	1	
PMC5981322	phs000774	1	0.999713864397446	0	9.627739543017972e-12	0	0.00028613559292602547	1	
PMC5981322	608980	0	1.078782614855841e-08	1	0.9875384864491829	0	0.012461502762991166	1	
PMC5981322	rs6583326	0	1.881504395661205e-09	0	2.2528456471344664e-08	1	0.9999999755900392	1	
PMC5981322	rs1133104	0	2.7233373745723774e-10	0	2.887632007147367e-08	1	0.9999999708513464	1	
PMC5841449	phs000090	0	0.14389263627365215	0	1.6836525811146512e-10	1	0.8561073635579826	1	
PMC4858870	phs000244	1	0.9947648396126416	0	0.005219138976230251	0	1.6021411128210673e-05	1	
PMC4858870	NC_000011.9	0	1.808948188191446e-05	0	4.920799106928757e-05	1	0.9999327025270488	1	
PMC5675839	phs000471	0	0.3109150428532817	0	8.27816703851698e-09	1	0.6890849488685512	1	
PMC5955110	EGAS00000000122	0	0.006853261309094266	0	0.003703187231251767	1	0.989443551459654	1	
PMC5955110	GSE22216	0	2.9028541850138513e-05	0	7.526366253316658e-10	1	0.9999709707055132	1	
PMC3538340	EGAS00000000131	1	0.9999790562247036	0	2.0309648450014345e-05	0	6.341268461694235e-07	1	
PMC4816033	EGAS00000000052	0	6.303390844920772e-10	0	5.6435800976214174e-09	1	0.9999999937260808	1	
PMC5557999	EMD-3747	1	1.0	0	3.5048554713909164e-22	0	3.380294547134336e-22	1	
PMC5557999	1PVC	0	0.00014502810632195055	0	2.36016882486202e-05	2	1.9998313702054293	2	['Results', 'Methods']
PMC5557999	1POV	0	5.710776968127886e-09	0	6.530864554810399e-06	1	0.9999934634246682	1	
PMC5747523	EMD-4176	1	0.999999999999932	0	4.2767911271307034e-18	0	6.798885577251782e-14	1	
PMC5747523	3U2F	0	9.463703678024826e-07	0	9.46965899463242e-06	1	0.9999895839706376	1	
PMC4023639	EMD-5776	1	0.9999999999749476	0	3.3997760099208554e-14	0	2.501849368786298e-11	1	
PMC4023639	1D1H	0	1.3587050508202255e-09	0	0.00023795369676756026	1	0.9997620449445274	1	
PMC4023639	3J5Q	1	1.0	0	1.0669280919464324e-16	0	6.089393075883206e-17	1	
PMC5986765	EMD-6900	1	0.9999999996094312	0	8.864251239258854e-15	0	3.9055995825049793e-10	1	
PMC5986765	4FZ1	0	1.2709764709893687e-07	0	0.00027646613298608054	2	1.9997234067693668	2	['Results', 'Methods']
PMC5986765	4NYK	0	4.87181218833308e-09	0	0.0004700055265975977	1	0.9995299896015905	1	
PMC6208733	EMD-0259	1	0.9999999882060224	0	1.0646712809064703e-12	0	1.1792912651035836e-08	1	
PMC2817374	AAX79999	0	2.8634319253806798e-09	0	5.439261514092771e-07	1	0.9999994532104168	1	
PMC2817374	Q580H9	0	1.7864676997361573e-05	0	6.396203807200843e-07	2	1.9999814957026216	2	['Results', 'Figure']
PMC3244613	AM234052	0	3.2817469402989744e-08	0	9.621311440929416e-13	1	0.9999999671815684	1	
PMC3244613	HE575209	1	0.9999999999999754	0	2.319210978043477e-19	0	2.4591354197358782e-14	1	
PMC3244613	HE575680	0	6.961224677905696e-08	0	5.1739764019043595e-05	1	0.9999481906237342	1	
PMC3487726	L19088	0	2.9727406045592197e-07	0	0.041560135147219165	1	0.9584395675787204	1	
PMC3487726	M13002	0	8.526091594551883e-17	0	2.0736509534317916e-10	1	0.9999999997926348	1	
PMC4709905	KT946599	1	0.5118993316091811	0	1.0107360505120454e-05	0	0.4880905610303138	1	
PMC4709905	KT946600	0	9.755012540782452e-07	0	2.3594872734651732e-07	1	0.9999987885500188	1	
PMC5066502	X51542	0	3.1188822641939397e-09	0	7.461381361397563e-05	1	0.9999253830675038	1	
PMC3783465	CP002039	1	0.5247939563364041	0	8.300051932250041e-08	1	1.4752059606630765	2	['Methods']
PMC3783465	ADJ63152	0	2.615701157197438e-05	1	0.7516351321182365	0	0.2483387108701915	1	
PMC3783465	ADJ63901	0	4.7867761784878235e-06	0	0.0005279105711645316	1	0.9994673026526568	1	
PMC5684421	SRP059342	1	0.9999980254769048	0	6.1247380791514076e-12	0	1.9745169704378638e-06	1	
PMC4968819	X07441	0	3.342458157867657e-10	0	0.05218459288184567	1	0.9478154067839086	1	
PMC2810235	GQ160908	1	0.9999999999993632	0	5.423033431241701e-15	0	6.315304648427762e-13	1	
PMC5086636	M81186	0	1.1853479081926096e-06	0	0.00018040642778995226	1	0.9998184082243018	1	
PMC3108997	AF093683	0	1.628515008707978e-05	1	0.6781601280904052	0	0.3218235867595077	1	
PMC3108997	rs10900296	0	5.234666747446092e-05	0	0.022725343430498566	2	1.9772223099020272	2	['Abstract']
PMC3539317	JF966731	1	1.0	0	3.96813466110301e-20	0	2.409634458509305e-17	1	
PMC5031890	ERP005557	0	5.169996666228947e-10	0	1.4317995265588096e-07	1	0.9999998563030476	1	
PMC5492247	KM229744	2	1.9190757143792987	0	5.053090262671564e-07	0	0.08092378031167545	2	['Methods', 'Results']
PMC5254078	SRP066985	1	1.0	0	1.1934658331480904e-25	0	8.462033426996338e-25	1	
PMC2755741	X05490	0	1.942418039999802e-09	0	6.805234276541022e-08	1	0.9999999300052392	1	
PMC2755741	M63671	0	5.94271979475589e-09	1	0.8094095872631706	0	0.19059040679410966	1	
PMC2755741	AM773429	1	0.9999999999999984	0	1.5465763513060123e-19	0	1.5820418791231973e-15	1	
PMC4014860	CP000919	0	3.526777688668492e-13	0	1.376969464798192e-06	1	0.9999986230301824	1	
PMC6486976	KR611522	0	4.661167356238392e-07	0	0.038058304664675635	1	0.9619412292185888	1	
PMC3543454	JQ952588	0	0.0031174845333936854	0	2.413551045551908e-08	1	0.996882491331096	1	
PMC5385322	KX839157	1	1.000548324117839	0	5.073097436945312e-05	1	0.9994009449077919	2	['Methods']
PMC5385322	KX839158	0	0.02599065079308153	0	5.667948390113967e-07	1	0.9740087824120794	1	
PMC4918217	AF132833	0	7.715292582131566e-05	0	0.08748509695725112	3	2.9124377501169274	3	['Results']
PMC4918217	KU725890	1	0.9683535559107872	0	3.2565757758008914e-09	0	0.031646440832637214	1	
PMC4918217	KX276862	0	3.063758941691187e-07	0	1.9908969929584465e-09	1	0.9999996916332088	1	
PMC4918217	JQ737086	0	4.657919384080275e-06	0	4.084772255213603e-05	1	0.9999544943580638	1	
PMC4918217	DQ859261	0	5.953467534714759e-12	0	0.0008229386579655648	1	0.9991770613360809	1	
PMC4918217	KX276945	1	0.9998976238914432	0	2.252523532898873e-11	0	0.00010237608603149638	1	
PMC4940992	KF589923	0	3.766501909278276e-07	0	0.00796786067172063	1	0.9920317626780883	1	
PMC4940992	KF589924	0	1.1823272393579938e-07	0	4.220867861220463e-05	1	0.999957673088664	1	
PMC4940992	NM_001100919	0	3.4753117370571066e-08	0	9.232556542739502e-06	1	0.99999073269034	1	
PMC5452138	KP769869	0	9.798011583675492e-08	0	9.745909779623153e-09	1	0.9999998922739743	1	
PMC4618851	M13215	0	4.405078471489711e-11	0	1.1589787254912386e-07	1	0.9999998840580768	1	
PMC4618851	KC465379	1	1.0920480756858038	0	6.092278696580308e-06	1	0.9079458320354998	2	['Methods']
PMC4618851	KC465376	0	1.3569538699893925e-07	0	1.3708184295872937e-07	1	0.99999972722277	1	
PMC4299518	AY673970	0	2.6542367520629717e-10	0	0.0038812074883023493	2	1.996118792246274	2	['Methods', 'Results']
PMC4299518	AB266616	0	3.712624359011181e-06	0	0.01497401050376099	1	0.98502227687188	1	
PMC4299518	JQ965663	0	2.4273989928726184e-06	0	6.228411559506134e-08	2	1.9999975103168914	2	['Results']
PMC4299518	AAT85970	0	1.712935915194239e-10	1	0.9990435125843454	0	0.0009564872443610619	1	
PMC4962024	KM095492	0	0.005027077672920744	0	0.015084850206983504	1	0.9798880721200958	1	
PMC3768913	AAO80993	0	9.443836600715488e-11	0	0.00011389266556321312	1	0.9998861072399984	1	
PMC3768913	AAO80992	0	8.856900996179826e-11	0	9.889546735350504e-05	1	0.9999011044440774	1	
PMC3650022	KC347596	0	1.639165621256886e-06	0	7.095174863892336e-05	3	2.99992740908574	3	['Results', 'Discussion', 'Methods']
PMC3650022	KC347595	0	1.1108181576604024e-07	0	1.1108423228607458e-05	2	1.9999887804949554	2	['Methods']
PMC3650022	NM_173654.1	0	3.46176631581282e-11	0	0.002197602572247636	1	0.9978023973931348	1	
PMC4523815	SRP060004	1	1.0	0	9.671006117406976e-23	0	1.0091622099413699e-18	1	
PMC4523815	SRX482087	1	1.0	0	5.856295901468218e-20	0	1.788619476934951e-17	1	
PMC4732343	CP013321	1	1.0	0	2.468693015044728e-25	0	7.644881727742623e-25	1	
PMC4349320	KP142216	0	1.2237818369679041e-06	0	0.00037793074419361933	1	0.9996208454739692	1	
PMC4349320	KP120539	0	2.24311288648707e-08	0	0.019998991576930625	1	0.9800009859919404	1	
PMC4295850	EF684915	0	1.5768558269068033e-09	0	2.8307965871416527e-05	1	0.9999716904572729	1	
PMC4295850	KJ144938	1	0.9999999999987864	0	4.994121746686241e-16	0	1.21317401105494e-12	1	
PMC4740458	AJ973391	0	2.402235913538941e-15	0	2.936551015000745e-09	1	0.9999999970634466	1	
PMC5853822	SRP082601	1	0.999999999330468	0	1.3586193126343746e-13	0	6.693960397887135e-10	1	
PMC6268651	JN867130	0	0.00016274906737536246	0	1.0851204833419376e-05	1	0.9998263997277912	1	
PMC4449543	KJ812152	1	0.9999619124478684	0	3.5641249226113e-05	0	2.4463029052723868e-06	1	
PMC4449543	ABN58427	0	3.749983891721216e-10	0	0.0001833384152172396	1	0.9998166612097844	1	
PMC3914980	HQ456546	1	0.9999993413496344	0	7.597447125740853e-14	0	6.586502896608901e-07	1	
PMC3156760	AY029364	0	3.307428132659505e-09	1	0.5957505333612656	0	0.4042494633313064	1	
PMC3156760	BC042363	0	0.00030242657545418025	0	0.026066667731791702	1	0.973630905692754	1	
PMC5766055	G36948	0	4.5588234271519375e-08	0	0.008115188160251264	1	0.9918847662515144	1	
PMC5766055	NR_027457	0	0.002334852933609838	0	0.002728996979593486	1	0.9949361500867966	1	
PMC5646247	CP018363	0	3.7637554569746e-08	0	0.00021590730095876672	1	0.9997840550614866	1	
PMC5646247	CP021238	1	0.9999999998191476	0	2.041742744785739e-14	0	1.808320296601409e-10	1	
PMC3604173	U59309	0	3.204407653799049e-07	1	0.9633496138888408	0	0.036650065670394	1	
PMC3604173	150800	0	1.600520903099441e-15	1	0.9999999976937924	0	2.306206178252685e-09	1	
PMC3604173	602759	0	7.799033717252761e-09	1	0.9785373240531272	0	0.021462668147839	1	
PMC3604173	rs12067660	0	1.1442107392868464e-08	0	9.459485499374565e-06	2	1.9999905290723934	2	['Results', 'Supplementary material']
PMC3604173	rs9787056	0	1.4491138920059434e-10	0	1.3025621591150466e-07	1	0.9999998695988728	1	
PMC3604173	rs3845563	0	1.5650061025568726e-13	0	2.5049837638911114e-10	1	0.9999999997493452	1	
PMC3604173	rs10802996	0	1.9122511964025423e-07	0	0.0059534622003445965	2	1.9940463465745357	2	['Discussion', 'Supplementary material']
PMC4515610	KP720581	0	3.088970250210429e-05	0	2.6354529257842117e-06	1	0.999966474844572	1	
PMC2174850	AAC33823	0	1.1133862055452257e-13	0	5.6319213440994574e-12	1	0.9999999999942568	1	
PMC2174850	1edu	1	0.9999999999749968	0	2.4918102231296837e-11	0	8.505475158263547e-14	1	
PMC5201598	HM641815	0	0.00010232625473947792	0	5.332603716080405e-10	1	0.999897673212	1	
PMC3128603	HM152540	0	4.236380789655897e-06	0	1.8304850036661004e-05	1	0.9999774587691738	1	
PMC5947634	JQ082337	0	5.147304057665453e-05	0	3.5456471595024537e-08	1	0.9999484915029518	1	
PMC5947634	MF801629	2	1.9999998052824792	0	1.9429811687290158e-13	0	1.9471732650293145e-07	2	['Methods', 'Acknowledgments']
PMC3783433	GQ428214	0	0.07026155636400963	0	0.0032843948241140343	1	0.9264540488118762	1	
PMC5904277	MG995012	1	0.9986485321914	0	3.394602760023505e-11	0	0.0013514677746539494	1	
PMC5451513	KP881349	0	0.002408107840410025	0	7.076864934937795e-09	1	0.9975918850827252	1	
PMC5451513	KT266585	0	1.8858246226786282e-06	0	2.702224374896026e-07	1	0.9999978439529398	1	
PMC5451513	KT266587	0	0.060002119711318525	0	6.663204874222236e-08	1	0.9399978136566328	1	
PMC5451513	KT266588	0	0.00503607927181276	0	4.7097987085490455e-08	1	0.9949638736302	1	
PMC5451513	NR_074155	0	8.613679682178844e-06	0	7.26076071832429e-07	1	0.999990660244246	1	
PMC4714077	KT591129	0	0.4681433676511972	0	1.0969594751979292e-08	1	0.5318566213792081	1	
